,Date,Close,Open,High,Low,Volume,Change
1088,2018-05-23,0.38,0.36,0.38,0.355,271400.0,0.15151515151515138
1089,2018-05-24,0.33,0.39,0.395,0.33,612800.0,-0.02941176470588236
1090,2018-05-25,0.34,0.37,0.37,0.33,1190000.0,0.0
1091,2018-05-28,0.34,0.37,0.37,0.34,718400.0,0.0625
1092,2018-05-30,0.32,0.345,0.345,0.315,357400.0,0.015873015873015817
1093,2018-05-31,0.315,0.315,0.315,0.315,247600.0,-0.03076923076923077
1094,2018-06-01,0.325,0.315,0.325,0.315,45900.0,-0.044117647058823595
1095,2018-06-04,0.34,0.325,0.34,0.325,72100.0,-0.014492753623188248
1096,2018-06-05,0.345,0.335,0.35,0.335,102100.0,-0.08000000000000007
1097,2018-06-06,0.375,0.365,0.42,0.365,280100.0,0.013513513513513598
1098,2018-06-07,0.37,0.38,0.39,0.36,414100.0,-0.013333333333333308
1099,2018-06-08,0.375,0.375,0.38,0.37,137000.0,0.027397260273972712
1100,2018-06-11,0.365,0.375,0.38,0.365,60000.0,-0.03947368421052633
1101,2018-06-12,0.38,0.385,0.39,0.38,178000.0,0.07042253521126773
1102,2018-06-13,0.355,0.38,0.38,0.35,146000.0,-0.07792207792207795
1103,2018-06-14,0.385,0.385,0.385,0.375,171200.0,-0.09411764705882353
1104,2018-06-18,0.425,0.385,0.425,0.385,369100.0,0.024096385542168752
1105,2018-06-19,0.415,0.425,0.435,0.405,433900.0,-0.12631578947368416
1106,2018-06-20,0.475,0.415,0.475,0.415,361300.0,0.10465116279069764
1107,2018-06-21,0.43,0.45,0.48,0.43,167000.0,-0.05494505494505497
1108,2018-06-22,0.455,0.43,0.455,0.43,113800.0,0.0
1109,2018-06-25,0.455,0.47,0.48,0.455,183000.0,-0.010869565217391353
1110,2018-06-26,0.46,0.445,0.46,0.445,27000.0,0.01098901098901095
1111,2018-06-27,0.455,0.46,0.46,0.435,138600.0,0.04597701149425282
1112,2018-06-28,0.435,0.45,0.45,0.435,132600.0,-0.011363636363636354
1113,2018-06-29,0.44,0.465,0.465,0.43,53700.0,-0.011235955056179803
1114,2018-07-02,0.445,0.44,0.445,0.44,62100.0,-0.07291666666666663
1115,2018-07-03,0.48,0.445,0.49,0.445,308500.0,-0.040000000000000036
1116,2018-07-04,0.5,0.48,0.5,0.48,98500.0,-0.05660377358490576
1117,2018-07-05,0.53,0.505,0.555,0.505,864500.0,-0.01851851851851849
1118,2018-07-06,0.54,0.54,0.56,0.54,291500.0,0.03846153846153855
1119,2018-07-09,0.52,0.54,0.54,0.51,190500.0,0.0
1120,2018-07-10,0.52,0.53,0.53,0.51,171400.0,0.0
1121,2018-07-11,0.52,0.52,0.52,0.515,103600.0,-0.018867924528301883
1122,2018-07-12,0.53,0.53,0.535,0.53,56000.0,-0.01851851851851849
1123,2018-07-13,0.54,0.525,0.54,0.52,198400.0,0.028571428571428692
1124,2018-07-16,0.525,0.54,0.54,0.525,152000.0,0.0
1125,2018-07-17,0.525,0.52,0.525,0.52,432500.0,-0.02777777777777779
1126,2018-07-18,0.54,0.525,0.545,0.525,330900.0,-0.05263157894736825
1127,2018-07-19,0.57,0.54,0.575,0.525,287900.0,0.008849557522123908
1128,2018-07-20,0.565,0.57,0.57,0.56,122000.0,0.0
1129,2018-07-24,0.565,0.555,0.565,0.555,40400.0,-0.017391304347826098
1130,2018-07-25,0.575,0.565,0.575,0.565,65000.0,-0.04166666666666674
1131,2018-07-26,0.6,0.575,0.605,0.575,151600.0,0.04347826086956519
1132,2018-07-27,0.575,0.595,0.595,0.575,30000.0,-0.008620689655172376
1133,2018-07-31,0.58,0.575,0.58,0.55,333100.0,-0.049180327868852514
1134,2018-08-01,0.61,0.585,0.615,0.585,258899.99999999997,0.0
1135,2018-08-02,0.61,0.62,0.625,0.605,70200.0,0.0
1136,2018-08-03,0.61,0.625,0.63,0.61,239600.0,-0.016129032258064502
1137,2018-08-06,0.62,0.62,0.63,0.61,76900.0,-0.03125
1138,2018-08-07,0.64,0.62,0.64,0.62,112600.0,-0.007751937984496138
1139,2018-08-08,0.645,0.645,0.65,0.625,331000.0,0.015748031496062964
1140,2018-08-09,0.635,0.64,0.64,0.635,28800.0,0.03252032520325199
1141,2018-08-10,0.615,0.63,0.63,0.605,205000.0,0.008196721311475308
1142,2018-08-13,0.61,0.605,0.625,0.6,228900.0,0.016666666666666607
1143,2018-08-14,0.6,0.605,0.61,0.595,312600.0,0.008403361344537785
1144,2018-08-15,0.595,0.6,0.6,0.59,261600.00000000003,0.0
1145,2018-08-16,0.595,0.59,0.6,0.59,201100.0,0.0
1146,2018-08-17,0.595,0.595,0.595,0.59,95000.0,0.0
1147,2018-08-20,0.595,0.59,0.62,0.58,904500.0,-0.016528925619834767
1148,2018-08-21,0.605,0.595,0.615,0.595,169000.0,-0.008196721311475419
1149,2018-08-23,0.61,0.61,0.61,0.605,73000.0,0.025210084033613578
1150,2018-08-24,0.595,0.61,0.61,0.595,261300.0,-0.008333333333333304
1151,2018-08-27,0.6,0.6,0.61,0.595,123200.0,0.008403361344537785
1152,2018-08-28,0.595,0.595,0.6,0.59,148000.0,0.008474576271186418
1153,2018-08-29,0.59,0.6,0.6,0.59,32100.0,0.01724137931034475
1154,2018-08-30,0.58,0.59,0.59,0.58,66100.0,0.1153846153846152
1155,2018-09-03,0.52,0.55,0.55,0.505,293800.0,0.009708737864077666
1156,2018-09-04,0.515,0.52,0.52,0.51,197700.0,-0.009615384615384581
1157,2018-09-05,0.52,0.595,0.595,0.52,126100.0,0.009708737864077666
1158,2018-09-06,0.515,0.5,0.515,0.5,23000.0,0.01980198019801982
1159,2018-09-07,0.505,0.5,0.515,0.5,125200.0,0.0
1160,2018-09-12,0.505,0.5,0.505,0.5,50000.0,0.0
1161,2018-09-13,0.505,0.5,0.505,0.5,93400.0,-0.028846153846153855
1162,2018-09-14,0.52,0.505,0.52,0.5,35000.0,0.040000000000000036
1163,2018-09-18,0.5,0.52,0.52,0.5,61000.0,-0.03846153846153855
1164,2018-09-19,0.52,0.52,0.52,0.52,15000.0,0.0
1165,2018-09-20,0.52,0.52,0.52,0.52,44000.0,0.0
1166,2018-09-21,0.52,0.52,0.52,0.515,45000.0,-0.00952380952380949
1167,2018-09-24,0.525,0.53,0.53,0.52,86000.0,-0.02777777777777779
1168,2018-09-25,0.54,0.525,0.545,0.525,295700.0,-0.0357142857142857
1169,2018-09-26,0.56,0.545,0.56,0.545,194400.0,-0.01754385964912264
1170,2018-09-27,0.57,0.57,0.575,0.56,90300.0,0.05555555555555536
1171,2018-09-28,0.54,0.54,0.55,0.54,96000.0,-0.05263157894736825
1172,2018-10-01,0.57,0.555,0.58,0.555,133200.0,-0.050000000000000044
1173,2018-10-02,0.6,0.595,0.62,0.585,725800.0,-0.016393442622950838
1174,2018-10-03,0.61,0.6,0.62,0.6,63000.0,0.016666666666666607
1175,2018-10-04,0.6,0.61,0.61,0.6,58800.0,0.008403361344537785
1176,2018-10-05,0.595,0.59,0.595,0.59,35500.0,0.043859649122807154
1177,2018-10-08,0.57,0.58,0.58,0.565,147400.0,-0.017241379310344862
1178,2018-10-09,0.58,0.59,0.59,0.575,34500.0,0.026548672566371723
1179,2018-10-10,0.565,0.57,0.58,0.545,262100.00000000003,0.05607476635513997
1180,2018-10-11,0.535,0.53,0.535,0.525,47000.0,-0.03603603603603611
1181,2018-10-12,0.555,0.535,0.56,0.535,51000.0,-0.008928571428571397
1182,2018-10-15,0.56,0.57,0.57,0.56,85000.0,0.0
1183,2018-10-16,0.56,0.565,0.57,0.56,100400.0,0.0
1184,2018-10-17,0.56,0.54,0.56,0.54,206500.0,0.0
1185,2018-10-18,0.56,0.56,0.56,0.555,101000.0,0.0
1186,2018-10-19,0.56,0.57,0.57,0.555,140400.0,-0.01754385964912264
1187,2018-10-22,0.57,0.57,0.57,0.57,80000.0,0.01785714285714257
1188,2018-10-23,0.56,0.56,0.56,0.56,132500.0,0.0
1189,2018-10-24,0.56,0.56,0.56,0.555,81800.0,0.0
1190,2018-10-25,0.56,0.555,0.56,0.555,136000.0,0.009009009009008917
1191,2018-10-26,0.555,0.56,0.56,0.555,107000.0,0.0277777777777779
1192,2018-10-29,0.54,0.56,0.56,0.54,265300.0,0.0
1193,2018-10-30,0.54,0.53,0.54,0.53,25000.0,0.018867924528301883
1194,2018-11-07,0.53,0.53,0.54,0.53,117400.0,-0.02752293577981657
1195,2018-11-08,0.545,0.53,0.545,0.53,93200.0,0.0092592592592593
1196,2018-11-09,0.54,0.54,0.54,0.535,135600.0,0.0
1197,2018-11-12,0.54,0.535,0.54,0.53,138000.0,0.0
1198,2018-11-13,0.54,0.535,0.545,0.535,38100.0,0.0
1199,2018-11-14,0.54,0.535,0.54,0.535,32800.0,0.0
1200,2018-11-15,0.54,0.54,0.54,0.535,206500.0,-0.00917431192660556
1201,2018-11-16,0.545,0.54,0.545,0.54,130000.0,-0.00909090909090915
1202,2018-11-19,0.55,0.55,0.55,0.55,59200.0,0.0
1203,2018-11-21,0.55,0.54,0.55,0.54,29200.0,0.028037383177570208
1204,2018-11-22,0.535,0.54,0.54,0.535,108500.0,0.028846153846153966
1205,2018-11-26,0.52,0.545,0.545,0.5,43000.0,0.1428571428571428
1206,2018-11-28,0.455,0.495,0.495,0.455,37600.0,0.07058823529411762
1207,2018-11-29,0.425,0.45,0.49,0.425,55300.0,0.024096385542168752
1208,2018-11-30,0.415,0.425,0.425,0.41,34400.0,0.012195121951219523
1209,2018-12-03,0.41,0.415,0.415,0.41,60000.0,0.12328767123287676
1210,2018-12-04,0.365,0.41,0.41,0.365,69100.0,0.07352941176470584
1211,2018-12-05,0.34,0.36,0.36,0.34,40000.0,-0.042253521126760396
1212,2018-12-06,0.355,0.355,0.36,0.35,22000.0,-0.08974358974358987
1213,2018-12-07,0.39,0.39,0.39,0.39,35000.0,0.1470588235294117
1214,2018-12-13,0.34,0.36,0.36,0.34,10000.0,-0.1282051282051282
1215,2018-12-14,0.39,0.39,0.39,0.39,10000.0,0.1470588235294117
1216,2018-12-17,0.34,0.34,0.34,0.34,20000.0,0.0
1217,2018-12-18,0.34,0.34,0.34,0.34,14700.0,-0.014492753623188248
1218,2018-12-19,0.345,0.34,0.36,0.34,30900.0,-0.014285714285714346
1219,2018-12-21,0.35,0.35,0.35,0.35,2000.0,0.01449275362318847
1220,2018-12-24,0.345,0.345,0.345,0.345,15000.0,-0.04166666666666674
1221,2018-12-27,0.36,0.36,0.36,0.36,5000.0,-0.11111111111111116
1222,2018-12-31,0.405,0.405,0.405,0.405,800.0,0.15714285714285725
1223,2019-01-02,0.35,0.345,0.35,0.345,15000.0,0.0
1224,2019-01-03,0.35,0.35,0.35,0.35,5000.0,-0.05405405405405406
1225,2019-01-07,0.37,0.36,0.37,0.36,11200.0,-0.14942528735632188
1226,2019-01-09,0.435,0.4,0.49,0.4,57900.0,0.0
1227,2019-01-10,0.435,0.435,0.435,0.435,5600.0,0.011627906976744207
1228,2019-01-11,0.43,0.43,0.43,0.43,2000.0,0.11688311688311681
1229,2019-01-15,0.385,0.38,0.385,0.38,3300.0,-0.03749999999999998
1230,2019-01-16,0.4,0.405,0.405,0.4,6700.0,0.038961038961039085
1231,2019-01-17,0.385,0.4,0.4,0.385,34100.0,-0.03749999999999998
1232,2019-01-18,0.4,0.4,0.4,0.4,58900.0,0.05263157894736836
1233,2019-01-22,0.38,0.39,0.39,0.38,110000.0,0.01333333333333342
1234,2019-01-23,0.375,0.375,0.375,0.375,700.0,-0.013157894736842146
1235,2019-01-24,0.38,0.375,0.38,0.375,54600.0,0.0
1236,2019-01-25,0.38,0.37,0.38,0.365,107200.0,0.0
1237,2019-01-28,0.38,0.38,0.38,0.38,2000.0,0.041095890410958846
1238,2019-01-30,0.365,0.38,0.38,0.365,20000.0,-0.03947368421052633
1239,2019-02-04,0.38,0.38,0.38,0.38,3000.0,0.0
1240,2019-02-07,0.38,0.38,0.39,0.38,17000.0,0.0
1241,2019-02-08,0.38,0.39,0.39,0.38,8400.0,-0.03797468354430378
1242,2019-02-11,0.395,0.405,0.41,0.395,13900.0,-0.012499999999999956
1243,2019-02-12,0.4,0.4,0.41,0.4,102000.0,-0.024390243902438935
1244,2019-02-13,0.41,0.4,0.41,0.4,42600.0,-0.04651162790697683
1245,2019-02-14,0.43,0.41,0.43,0.41,47600.0,0.03614457831325302
1246,2019-02-15,0.415,0.42,0.45,0.415,40900.0,0.012195121951219523
1247,2019-02-18,0.41,0.41,0.42,0.41,102100.0,-0.06818181818181823
1248,2019-02-19,0.44,0.41,0.44,0.41,79300.0,0.06024096385542177
1249,2019-02-20,0.415,0.44,0.44,0.415,6900.0,-0.011904761904761862
1250,2019-02-21,0.42,0.42,0.42,0.42,16400.0,-0.41666666666666663
1251,2019-02-25,0.72,0.62,0.72,0.62,1260000.0,0.06666666666666665
1252,2019-02-26,0.675,0.85,0.855,0.66,3740000.0,-0.11764705882352933
1253,2019-02-27,0.765,0.68,0.765,0.665,3130000.0,-0.006493506493506551
1254,2019-02-28,0.77,0.78,0.785,0.76,1530000.0,-0.149171270718232
1255,2019-03-01,0.905,0.775,0.93,0.735,6910000.0,-0.20614035087719285
1256,2019-03-04,1.14,0.935,1.14,0.935,11520000.0,0.02702702702702675
1257,2019-03-05,1.11,1.14,1.19,1.06,5020000.0,-0.04310344827586188
1258,2019-03-06,1.16,1.09,1.19,1.09,3840000.0,0.01754385964912286
1259,2019-03-07,1.14,1.16,1.16,1.12,1540000.0,-0.03389830508474578
1260,2019-03-08,1.18,1.15,1.22,1.15,4139999.9999999995,0.09259259259259256
1261,2019-03-11,1.08,1.19,1.19,1.08,2360000.0,0.018867924528301883
1262,2019-03-12,1.06,1.09,1.11,1.05,1250000.0,-0.0940170940170939
1263,2019-03-13,1.17,1.07,1.17,1.06,4290000.0,0.01739130434782621
1264,2019-03-14,1.15,1.19,1.26,1.13,5260000.0,0.0
1265,2019-03-15,1.15,1.15,1.17,1.12,565200.0,0.04545454545454519
1266,2019-03-18,1.1,1.16,1.16,1.09,844100.0,0.08910891089108919
1267,2019-03-19,1.01,1.11,1.11,1.0,2280000.0,-0.01941747572815533
1268,2019-03-20,1.03,1.0,1.04,1.0,1260000.0,0.01980198019801982
1269,2019-03-21,1.01,1.04,1.05,1.0,519000.0,0.05208333333333348
1270,2019-03-22,0.96,1.01,1.01,0.955,1130000.0,0.04347826086956519
1271,2019-03-25,0.92,0.955,0.975,0.92,1630000.0,-0.08910891089108908
1272,2019-03-26,1.01,0.93,1.03,0.93,3050000.0,-0.05607476635514019
1273,2019-03-27,1.07,1.05,1.07,1.02,2320000.0,0.01904761904761898
1274,2019-03-28,1.05,1.07,1.07,1.04,642700.0,0.009615384615384581
1275,2019-03-29,1.04,1.06,1.07,1.03,416900.0,
